Title,Link,Price
"ASUS TUF Gaming GeForce RTX 4090 OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4090-O24G-GAMING",https://www.newegg.ca/asus-geforce-rtx-4090-tuf-rtx4090-o24g-gaming/p/N82E16814126594,2369.99
MSI Suprim GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 SUPRIM LIQUID 24G,https://www.newegg.ca/msi-geforce-rtx-4090-rtx-4090-suprim-liquid-24g/p/N82E16814137779,2499.99
MSI Suprim GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 SUPRIM LIQUID X 24G,https://www.newegg.ca/msi-geforce-rtx-4090-rtx-4090-suprim-liquid-x-24g/p/N82E16814137759,2499.99
"ASUS ROG Strix GeForce RTX 4090 Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4090-24G-GAMING",https://www.newegg.ca/asus-geforce-rtx-4090-rog-strix-rtx4090-24g-gaming/p/N82E16814126600,2599.99
GIGABYTE AORUS GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4090AORUS M-24GD,https://www.newegg.ca/gigabyte-geforce-rtx-4090-gv-n4090aorus-m-24gd/p/N82E16814932555,2599.99
"ASUS ROG Strix GeForce RTX 4090 OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4090-O24G-GAMING",https://www.newegg.ca/asus-geforce-rtx-4090-rog-strix-rtx4090-o24g-gaming/p/N82E16814126593,2699.99
"ASUS ROG Strix GeForce RTX 4090 White Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4090-24G-WHITE",https://www.newegg.ca/asus-geforce-rtx-4090-rog-strix-rtx4090-24g-white/p/N82E16814126617,2769.99
"ASUS ROG Strix GeForce RTX 4090 White OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4090-O24G-WHITE",https://www.newegg.ca/asus-geforce-rtx-4090-rog-strix-rtx4090-o24g-white/p/N82E16814126616,2799.99
"ZOTAC GAMING GeForce RTX 4090 Trinity OC 24GB GDDR6X 384-bit 21 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 3.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40900J-10P",https://www.newegg.ca/zotac-geforce-rtx-4090-zt-d40900j-10p/p/1FT-000M-003C8,2958.0
MSI Gaming (MSI) GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 GAMING X TRIO 24G,https://www.newegg.ca/msi-geforce-rtx-4090-rtx-4090-gaming-x-trio-24g/p/1FT-0009-00AN6,3019.99
MSI Suprim GeForce RTX 4090 SUPRIM LIQUID X  24GB GDDR6X PCI Express 4.0 Video Card,https://www.newegg.ca/p/1FT-0009-00AM3,3179.99
GIGABYTE WINDFORCE GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 ATX Video Card GV-N4090WF3-24GD,https://www.newegg.ca/gigabyte-geforce-rtx-4090-gv-n4090wf3-24gd/p/N82E16814932554,3189.0
GALAX New GeForce RTX 4090 BOOMSTAR OC 24GB GAMING NVIDIA GDDR6X Video Card Graphics Card 384Bit 21Gbps,https://www.newegg.ca/p/1FT-00E7-000V6,3373.99
MSI Suprim GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 SUPRIM X 24G,https://www.newegg.ca/msi-geforce-rtx-4090-rtx-4090-suprim-x-24g/p/N82E16814137760,3390.3
GIGABYTE AORUS GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4090AORUS M-24GD,https://www.newegg.ca/gigabyte-geforce-rtx-4090-gv-n4090aorus-m-24gd/p/1FT-0040-00199,4699.99
